Sourcefile	20130524 151844 Tomas CO2+ethylene_faraday.qmp													
Exporttime	24.5.2013 17:40:45													
														
Start Time	24.5.2013 15:18:55,606													
End Time  	24.5.2013 17:40:45,656													
														
		14			26			32			40			44
Time	Time Relative [s]	Ion Current [A]	Time	Time Relative [s]	Ion Current [A]	Time	Time Relative [s]	Ion Current [A]	Time	Time Relative [s]	Ion Current [A]	Time	Time Relative [s]	Ion Current [A]
24.5.2013 15:23:32	277,297	2,09758E-011	24.5.2013 15:23:33	277,836	1,578721E-011	24.5.2013 15:23:33	278,374	3,434581E-011	24.5.2013 15:23:34	278,915	3,887207E-012	24.5.2013 15:23:35	279,454	3,62975E-012
24.5.2013 15:23:35	279,994	2,1266E-011	24.5.2013 15:23:36	280,533	1,711818E-011	24.5.2013 15:23:36	281,073	2,807865E-011	24.5.2013 15:23:37	281,612	3,317357E-012	24.5.2013 15:23:37	282,151	3,304794E-012
24.5.2013 15:23:38	282,691	2,141997E-011	24.5.2013 15:23:38	283,232	1,824246E-011	24.5.2013 15:23:39	283,771	2,283934E-011	24.5.2013 15:23:39	284,311	2,812477E-012	24.5.2013 15:23:40	284,852	3,031181E-012
24.5.2013 15:23:40	285,39	2,121947E-011	24.5.2013 15:23:41	285,93	1,913015E-011	24.5.2013 15:23:42	286,468	1,921203E-011	24.5.2013 15:23:42	287,01	2,404362E-012	24.5.2013 15:23:43	287,549	2,801035E-012
24.5.2013 15:23:43	288,089	2,172733E-011	24.5.2013 15:23:44	288,628	1,992074E-011	24.5.2013 15:23:44	289,168	1,584839E-011	24.5.2013 15:23:45	289,705	2,139935E-012	24.5.2013 15:23:45	290,245	2,619525E-012
24.5.2013 15:23:46	290,784	2,186198E-011	24.5.2013 15:23:46	291,324	2,052449E-011	24.5.2013 15:23:47	291,866	1,309846E-011	24.5.2013 15:23:48	292,405	1,872028E-012	24.5.2013 15:23:48	292,946	2,462327E-012
24.5.2013 15:23:49	293,485	2,188217E-011	24.5.2013 15:23:49	294,026	2,10257E-011	24.5.2013 15:23:50	294,562	1,128235E-011	24.5.2013 15:23:50	295,099	1,716265E-012	24.5.2013 15:23:51	295,637	2,341003E-012
24.5.2013 15:23:51	296,179	2,197556E-011	24.5.2013 15:23:52	296,719	2,139727E-011	24.5.2013 15:23:52	297,259	1,03618E-011	24.5.2013 15:23:53	297,797	1,591308E-012	24.5.2013 15:23:53	298,333	2,23954E-012
24.5.2013 15:23:54	298,869	2,202519E-011	24.5.2013 15:23:55	299,406	2,169796E-011	24.5.2013 15:23:55	299,941	8,892016E-012	24.5.2013 15:23:56	300,477	1,486043E-012	24.5.2013 15:23:56	301,014	2,164591E-012
24.5.2013 15:23:57	301,551	2,206955E-011	24.5.2013 15:23:57	302,086	2,193154E-011	24.5.2013 15:23:58	302,621	8,176014E-012	24.5.2013 15:23:58	303,159	1,282873E-012	24.5.2013 15:23:59	303,697	2,0933E-012
24.5.2013 15:23:59	304,234	2,20322E-011	24.5.2013 15:24:00	304,771	2,213967E-011	24.5.2013 15:24:00	305,315	7,83043E-012	24.5.2013 15:24:01	305,857	1,25532E-012	24.5.2013 15:24:02	306,395	2,047161E-012
24.5.2013 15:24:02	306,934	2,212075E-011	24.5.2013 15:24:03	307,47	2,228498E-011	24.5.2013 15:24:03	308,007	7,452892E-012	24.5.2013 15:24:04	308,546	1,216851E-012	24.5.2013 15:24:04	309,087	2,009107E-012
24.5.2013 15:24:05	309,625	2,214918E-011	24.5.2013 15:24:05	310,166	2,23875E-011	24.5.2013 15:24:06	310,706	6,601918E-012	24.5.2013 15:24:06	311,247	1,136332E-012	24.5.2013 15:24:07	311,787	1,963417E-012
24.5.2013 15:24:07	312,325	2,209902E-011	24.5.2013 15:24:08	312,867	2,248266E-011	24.5.2013 15:24:09	313,406	6,793699E-012	24.5.2013 15:24:09	313,948	1,145656E-012	24.5.2013 15:24:10	314,485	1,944442E-012
24.5.2013 15:24:10	315,026	2,214938E-011	24.5.2013 15:24:11	315,564	2,254013E-011	24.5.2013 15:24:11	316,104	6,72668E-012	24.5.2013 15:24:12	316,643	1,144659E-012	24.5.2013 15:24:12	317,183	1,925849E-012
24.5.2013 15:24:13	317,722	2,210836E-011	24.5.2013 15:24:13	318,261	2,261488E-011	24.5.2013 15:24:14	318,801	5,946913E-012	24.5.2013 15:24:14	319,341	1,072354E-012	24.5.2013 15:24:15	319,88	1,900589E-012
24.5.2013 15:24:16	320,419	2,215132E-011	24.5.2013 15:24:16	320,956	2,264606E-011	24.5.2013 15:24:17	321,492	6,388345E-012	24.5.2013 15:24:17	322,031	1,095037E-012	24.5.2013 15:24:18	322,567	1,890805E-012
24.5.2013 15:24:18	323,103	2,216534E-011	24.5.2013 15:24:19	323,639	2,266806E-011	24.5.2013 15:24:19	324,174	6,514546E-012	24.5.2013 15:24:20	324,71	1,058448E-012	24.5.2013 15:24:20	325,246	1,876484E-012
24.5.2013 15:24:21	325,783	2,216497E-011	24.5.2013 15:24:21	326,32	2,269765E-011	24.5.2013 15:24:22	326,858	6,402026E-012	24.5.2013 15:24:23	327,397	1,050377E-012	24.5.2013 15:24:23	327,935	1,859584E-012
24.5.2013 15:24:24	328,471	2,217898E-011	24.5.2013 15:24:24	329,006	2,271703E-011	24.5.2013 15:24:25	329,543	6,242597E-012	24.5.2013 15:24:25	330,082	1,493885E-012	24.5.2013 15:24:26	330,623	1,865846E-012
24.5.2013 15:24:26	331,161	2,20298E-011	24.5.2013 15:24:27	331,701	2,274088E-011	24.5.2013 15:24:27	332,239	5,705433E-012	24.5.2013 15:24:28	332,78	1,066017E-012	24.5.2013 15:24:28	333,319	1,845466E-012
24.5.2013 15:24:29	333,859	2,214819E-011	24.5.2013 15:24:30	334,395	2,275583E-011	24.5.2013 15:24:30	334,933	6,120625E-012	24.5.2013 15:24:31	335,472	1,071853E-012	24.5.2013 15:24:31	336,012	1,839275E-012
24.5.2013 15:24:32	336,552	2,217368E-011	24.5.2013 15:24:32	337,09	2,275653E-011	24.5.2013 15:24:33	337,629	5,878769E-012	24.5.2013 15:24:33	338,168	1,025283E-012	24.5.2013 15:24:34	338,709	1,824809E-012
24.5.2013 15:24:34	339,247	2,210877E-011	24.5.2013 15:24:35	339,786	2,278604E-011	24.5.2013 15:24:35	340,324	6,000867E-012	24.5.2013 15:24:36	340,866	1,059797E-012	24.5.2013 15:24:37	341,405	1,825344E-012
24.5.2013 15:24:37	341,945	2,217156E-011	24.5.2013 15:24:38	342,485	2,279511E-011	24.5.2013 15:24:38	343,023	6,079802E-012	24.5.2013 15:24:39	343,564	1,061499E-012	24.5.2013 15:24:39	344,104	1,81953E-012
24.5.2013 15:24:40	344,644	2,219137E-011	24.5.2013 15:24:40	345,183	2,28173E-011	24.5.2013 15:24:41	345,724	5,494299E-012	24.5.2013 15:24:41	346,264	1,015837E-012	24.5.2013 15:24:42	346,805	1,805961E-012
24.5.2013 15:24:42	347,343	2,218105E-011	24.5.2013 15:24:43	347,883	2,280244E-011	24.5.2013 15:24:44	348,422	5,989325E-012	24.5.2013 15:24:44	348,962	1,05699E-012	24.5.2013 15:24:45	349,499	1,807509E-012
24.5.2013 15:24:45	350,036	2,218369E-011	24.5.2013 15:24:46	350,572	2,280757E-011	24.5.2013 15:24:46	351,108	6,20571E-012	24.5.2013 15:24:47	351,645	1,07266E-012	24.5.2013 15:24:47	352,181	1,801636E-012
24.5.2013 15:24:48	352,721	2,21246E-011	24.5.2013 15:24:48	353,26	2,283559E-011	24.5.2013 15:24:49	353,801	5,445663E-012	24.5.2013 15:24:49	354,34	1,052448E-012	24.5.2013 15:24:50	354,879	1,796093E-012
24.5.2013 15:24:51	355,418	2,21692E-011	24.5.2013 15:24:51	355,959	2,28192E-011	24.5.2013 15:24:52	356,498	5,993834E-012	24.5.2013 15:24:52	357,039	1,058478E-012	24.5.2013 15:24:53	357,579	1,795599E-012
24.5.2013 15:24:53	358,116	2,220737E-011	24.5.2013 15:24:54	358,653	2,280605E-011	24.5.2013 15:24:54	359,189	5,515139E-012	24.5.2013 15:24:55	359,728	1,053391E-012	24.5.2013 15:24:55	360,266	1,785128E-012
24.5.2013 15:24:56	360,806	2,218252E-011	24.5.2013 15:24:56	361,346	2,281159E-011	24.5.2013 15:24:57	361,887	6,281855E-012	24.5.2013 15:24:58	362,426	1,046924E-012	24.5.2013 15:24:58	362,962	1,780305E-012
24.5.2013 15:24:59	363,497	2,218609E-011	24.5.2013 15:24:59	364,036	2,281693E-011	24.5.2013 15:25:00	364,575	6,018569E-012	24.5.2013 15:25:00	365,115	1,070965E-012	24.5.2013 15:25:01	365,656	1,782044E-012
24.5.2013 15:25:01	366,193	2,213795E-011	24.5.2013 15:25:02	366,734	2,282587E-011	24.5.2013 15:25:02	367,272	5,938866E-012	24.5.2013 15:25:03	367,814	1,046758E-012	24.5.2013 15:25:03	368,352	1,778333E-012
24.5.2013 15:25:04	368,892	2,219644E-011	24.5.2013 15:25:05	369,43	2,281702E-011	24.5.2013 15:25:05	369,969	6,236986E-012	24.5.2013 15:25:06	370,509	1,038194E-012	24.5.2013 15:25:06	371,047	1,765853E-012
24.5.2013 15:25:07	371,586	2,212712E-011	24.5.2013 15:25:07	372,123	2,283552E-011	24.5.2013 15:25:08	372,662	5,381981E-012	24.5.2013 15:25:08	373,202	1,010495E-012	24.5.2013 15:25:09	373,742	1,766421E-012
24.5.2013 15:25:09	374,28	2,217543E-011	24.5.2013 15:25:10	374,821	2,213836E-011	24.5.2013 15:25:10	375,361	5,997839E-012	24.5.2013 15:25:11	375,901	1,049477E-012	24.5.2013 15:25:12	376,441	1,769588E-012
24.5.2013 15:25:12	376,98	2,216191E-011	24.5.2013 15:25:13	377,521	2,281483E-011	24.5.2013 15:25:13	378,059	6,243996E-012	24.5.2013 15:25:14	378,597	1,024657E-012	24.5.2013 15:25:14	379,138	1,760723E-012
24.5.2013 15:25:15	379,678	2,217514E-011	24.5.2013 15:25:15	380,217	2,283232E-011	24.5.2013 15:25:16	380,756	6,053989E-012	24.5.2013 15:25:16	381,295	1,033723E-012	24.5.2013 15:25:17	381,835	1,753074E-012
24.5.2013 15:25:17	382,374	2,212718E-011	24.5.2013 15:25:18	382,91	2,28498E-011	24.5.2013 15:25:19	383,447	5,352808E-012	24.5.2013 15:25:19	383,986	1,047012E-012	24.5.2013 15:25:20	384,522	1,755585E-012
24.5.2013 15:25:20	385,057	2,219677E-011	24.5.2013 15:25:21	385,595	2,283732E-011	24.5.2013 15:25:21	386,132	5,908982E-012	24.5.2013 15:25:22	386,67	1,053371E-012	24.5.2013 15:25:22	387,21	1,750915E-012
24.5.2013 15:25:23	387,75	2,219457E-011	24.5.2013 15:25:23	388,291	2,282323E-011	24.5.2013 15:25:24	388,83	6,021187E-012	24.5.2013 15:25:24	389,368	1,012448E-012	24.5.2013 15:25:25	389,904	1,746282E-012
24.5.2013 15:25:26	390,444	2,218578E-011	24.5.2013 15:25:26	390,981	2,283274E-011	24.5.2013 15:25:27	391,521	5,91241E-012	24.5.2013 15:25:27	392,06	1,054727E-012	24.5.2013 15:25:28	392,598	1,741232E-012
24.5.2013 15:25:28	393,134	2,222329E-011	24.5.2013 15:25:29	393,672	2,284044E-011	24.5.2013 15:25:29	394,21	5,483946E-012	24.5.2013 15:25:30	394,752	1,056185E-012	24.5.2013 15:25:30	395,29	1,744598E-012
24.5.2013 15:25:31	395,83	2,220596E-011	24.5.2013 15:25:31	396,371	2,283696E-011	24.5.2013 15:25:32	396,91	6,207924E-012	24.5.2013 15:25:33	397,451	1,056773E-012	24.5.2013 15:25:33	397,988	1,740807E-012
24.5.2013 15:25:34	398,526	2,214837E-011	24.5.2013 15:25:34	399,062	2,285982E-011	24.5.2013 15:25:35	399,603	5,352412E-012	24.5.2013 15:25:35	400,142	1,001288E-012	24.5.2013 15:25:36	400,682	1,732938E-012
24.5.2013 15:25:36	401,221	2,21904E-011	24.5.2013 15:25:37	401,761	2,284331E-011	24.5.2013 15:25:37	402,301	5,857119E-012	24.5.2013 15:25:38	402,84	1,0481E-012	24.5.2013 15:25:38	403,378	1,730375E-012
24.5.2013 15:25:39	403,913	2,220038E-011	24.5.2013 15:25:40	404,451	2,284727E-011	24.5.2013 15:25:40	404,987	6,031623E-012	24.5.2013 15:25:41	405,526	1,06813E-012	24.5.2013 15:25:41	406,063	1,732008E-012
24.5.2013 15:25:42	406,599	2,218202E-011	24.5.2013 15:25:42	407,135	2,285561E-011	24.5.2013 15:25:43	407,672	5,91898E-012	24.5.2013 15:25:43	408,208	1,057365E-012	24.5.2013 15:25:44	408,749	1,724313E-012
24.5.2013 15:25:44	409,291	2,214266E-011	24.5.2013 15:25:45	409,829	2,288322E-011	24.5.2013 15:25:45	410,37	5,326361E-012	24.5.2013 15:25:46	410,911	1,005043E-012	24.5.2013 15:25:47	411,45	1,720635E-012
24.5.2013 15:25:47	411,988	2,220607E-011	24.5.2013 15:25:48	412,528	2,286823E-011	24.5.2013 15:25:48	413,065	5,852158E-012	24.5.2013 15:25:49	413,605	1,0451E-012	24.5.2013 15:25:49	414,141	1,721496E-012
24.5.2013 15:25:50	414,678	2,220455E-011	24.5.2013 15:25:50	415,214	2,286983E-011	24.5.2013 15:25:51	415,753	6,048728E-012	24.5.2013 15:25:51	416,294	1,070153E-012	24.5.2013 15:25:52	416,83	1,718035E-012
24.5.2013 15:25:52	417,371	2,214744E-011	24.5.2013 15:25:53	417,908	2,289168E-011	24.5.2013 15:25:54	418,445	5,311886E-012	24.5.2013 15:25:54	418,982	1,034298E-012	24.5.2013 15:25:55	419,52	2,033208E-012
24.5.2013 15:25:55	420,055	2,197471E-011	24.5.2013 15:25:56	420,593	2,283289E-011	24.5.2013 15:25:56	421,129	5,888997E-012	24.5.2013 15:25:57	421,667	1,045649E-012	24.5.2013 15:25:57	422,203	1,724499E-012
24.5.2013 15:25:58	422,739	2,219253E-011	24.5.2013 15:25:58	423,276	2,285856E-011	24.5.2013 15:25:59	423,812	5,779275E-012	24.5.2013 15:25:59	424,35	1,024721E-012	24.5.2013 15:26:00	424,887	1,714119E-012
24.5.2013 15:26:01	425,423	2,219914E-011	24.5.2013 15:26:01	425,959	2,287987E-011	24.5.2013 15:26:02	426,495	5,841489E-012	24.5.2013 15:26:02	427,032	1,005836E-012	24.5.2013 15:26:03	427,569	1,70792E-012
24.5.2013 15:26:03	428,104	2,215194E-011	24.5.2013 15:26:04	428,64	2,289741E-011	24.5.2013 15:26:04	429,176	5,698651E-012	24.5.2013 15:26:05	429,713	1,042458E-012	24.5.2013 15:26:05	430,252	1,710762E-012
24.5.2013 15:26:06	430,787	2,221683E-011	24.5.2013 15:26:06	431,323	2,288651E-011	24.5.2013 15:26:07	431,859	5,876597E-012	24.5.2013 15:26:08	432,396	1,048191E-012	24.5.2013 15:26:08	432,932	1,710496E-012
24.5.2013 15:26:09	433,472	2,224602E-011	24.5.2013 15:26:09	434,01	2,287864E-011	24.5.2013 15:26:10	434,55	5,468346E-012	24.5.2013 15:26:10	435,09	1,048958E-012	24.5.2013 15:26:11	435,629	1,699729E-012
24.5.2013 15:26:11	436,169	2,222205E-011	24.5.2013 15:26:12	436,709	2,288765E-011	24.5.2013 15:26:12	437,25	5,395758E-012	24.5.2013 15:26:13	437,79	1,002097E-012	24.5.2013 15:26:13	438,332	1,694464E-012
24.5.2013 15:26:14	438,87	2,216895E-011	24.5.2013 15:26:15	439,408	2,29082E-011	24.5.2013 15:26:15	439,948	5,78163E-012	24.5.2013 15:26:16	440,488	1,039564E-012	24.5.2013 15:26:16	441,026	1,704557E-012
24.5.2013 15:26:17	441,566	2,222268E-011	24.5.2013 15:26:17	442,106	2,290581E-011	24.5.2013 15:26:18	442,642	5,908342E-012	24.5.2013 15:26:18	443,18	1,046563E-012	24.5.2013 15:26:19	443,717	1,703138E-012
24.5.2013 15:26:19	444,254	2,224591E-011	24.5.2013 15:26:20	444,791	2,291388E-011	24.5.2013 15:26:20	445,327	5,437747E-012	24.5.2013 15:26:21	445,864	1,009522E-012	24.5.2013 15:26:22	446,403	1,694436E-012
24.5.2013 15:26:22	446,939	2,221352E-011	24.5.2013 15:26:23	447,476	2,290401E-011	24.5.2013 15:26:23	448,013	6,120154E-012	24.5.2013 15:26:24	448,552	1,061904E-012	24.5.2013 15:26:24	449,093	1,699442E-012
24.5.2013 15:26:25	449,632	2,222055E-011	24.5.2013 15:26:25	450,173	2,28886E-011	24.5.2013 15:26:26	450,713	6,493384E-012	24.5.2013 15:26:26	451,254	1,102712E-012	24.5.2013 15:26:27	451,791	1,701425E-012
24.5.2013 15:26:27	452,329	2,215819E-011	24.5.2013 15:26:28	452,865	2,289239E-011	24.5.2013 15:26:29	453,404	6,06619E-012	24.5.2013 15:26:29	453,944	1,073968E-012	24.5.2013 15:26:30	454,484	1,698818E-012
24.5.2013 15:26:30	455,023	2,218752E-011	24.5.2013 15:26:31	455,562	2,285905E-011	24.5.2013 15:26:31	456,101	6,834886E-012	24.5.2013 15:26:32	456,641	1,118346E-012	24.5.2013 15:26:32	457,182	1,703415E-012
24.5.2013 15:26:33	457,721	2,220965E-011	24.5.2013 15:26:33	458,262	2,283003E-011	24.5.2013 15:26:34	458,802	7,093407E-012	24.5.2013 15:26:34	459,343	1,104763E-012	24.5.2013 15:26:35	459,881	1,704584E-012
24.5.2013 15:26:36	460,421	2,219785E-011	24.5.2013 15:26:36	460,961	2,283417E-011	24.5.2013 15:26:37	461,501	7,60527E-012	24.5.2013 15:26:37	462,042	1,180228E-012	24.5.2013 15:26:38	462,58	1,704075E-012
24.5.2013 15:26:38	463,118	2,21776E-011	24.5.2013 15:26:39	463,657	2,280085E-011	24.5.2013 15:26:39	464,198	7,700808E-012	24.5.2013 15:26:40	464,737	1,659021E-012	24.5.2013 15:26:40	465,279	1,721069E-012
24.5.2013 15:26:41	465,818	2,203354E-011	24.5.2013 15:26:41	466,357	2,276284E-011	24.5.2013 15:26:42	466,893	7,293137E-012	24.5.2013 15:26:43	467,431	1,155838E-012	24.5.2013 15:26:43	467,969	1,715104E-012
24.5.2013 15:26:44	468,504	2,213893E-011	24.5.2013 15:26:44	469,044	2,27527E-011	24.5.2013 15:26:45	469,58	7,917431E-012	24.5.2013 15:26:45	470,116	1,202106E-012	24.5.2013 15:26:46	470,653	1,713457E-012
24.5.2013 15:26:46	471,191	2,21684E-011	24.5.2013 15:26:47	471,727	2,274424E-011	24.5.2013 15:26:47	472,264	8,190233E-012	24.5.2013 15:26:48	472,801	1,198967E-012	24.5.2013 15:26:48	473,341	1,715282E-012
24.5.2013 15:26:49	473,879	2,211967E-011	24.5.2013 15:26:50	474,42	2,274387E-011	24.5.2013 15:26:50	474,96	7,330156E-012	24.5.2013 15:26:51	475,5	1,195411E-012	24.5.2013 15:26:51	476,037	1,715819E-012
24.5.2013 15:26:52	476,573	2,217068E-011	24.5.2013 15:26:52	477,111	2,272788E-011	24.5.2013 15:26:53	477,648	7,766958E-012	24.5.2013 15:26:53	478,187	1,19945E-012	24.5.2013 15:26:54	478,724	1,71588E-012
24.5.2013 15:26:54	479,261	2,218495E-011	24.5.2013 15:26:55	479,797	2,27258E-011	24.5.2013 15:26:55	480,334	7,342575E-012	24.5.2013 15:26:56	480,871	1,14605E-012	24.5.2013 15:26:57	481,407	1,712071E-012
24.5.2013 15:26:57	481,942	2,216778E-011	24.5.2013 15:26:58	482,478	2,273297E-011	24.5.2013 15:26:58	483,015	7,630524E-012	24.5.2013 15:26:59	483,552	1,194302E-012	24.5.2013 15:26:59	484,088	1,713661E-012
24.5.2013 15:27:00	484,624	2,221029E-011	24.5.2013 15:27:00	485,159	2,274686E-011	24.5.2013 15:27:01	485,695	8,348545E-012	24.5.2013 15:27:01	486,234	1,267723E-012	24.5.2013 15:27:02	486,771	1,759913E-012
24.5.2013 15:27:02	487,308	2,212595E-011	24.5.2013 15:27:03	487,844	2,260341E-011	24.5.2013 15:27:04	488,408	1,275888E-011	24.5.2013 15:27:04	488,944	1,677216E-012	24.5.2013 15:27:05	489,481	1,93292E-012
24.5.2013 15:27:05	490,023	2,188311E-011	24.5.2013 15:27:06	490,561	2,222963E-011	24.5.2013 15:27:06	491,103	1,920543E-011	24.5.2013 15:27:07	491,642	2,228546E-012	24.5.2013 15:27:07	492,181	2,268608E-012
24.5.2013 15:27:08	492,719	2,160476E-011	24.5.2013 15:27:08	493,258	2,147712E-011	24.5.2013 15:27:09	493,797	2,94922E-011	24.5.2013 15:27:09	494,337	3,064842E-012	24.5.2013 15:27:10	494,874	2,747281E-012
24.5.2013 15:27:11	495,411	2,130883E-011	24.5.2013 15:27:11	495,948	2,041762E-011	24.5.2013 15:27:12	496,484	4,025934E-011	24.5.2013 15:27:12	497,022	3,966901E-012	24.5.2013 15:27:13	497,558	3,278257E-012
24.5.2013 15:27:13	498,097	2,092683E-011	24.5.2013 15:27:14	498,635	1,921298E-011	24.5.2013 15:27:14	499,173	5,007654E-011	24.5.2013 15:27:15	499,711	4,794046E-012	24.5.2013 15:27:15	500,25	3,755908E-012
24.5.2013 15:27:16	500,787	2,059296E-011	24.5.2013 15:27:16	501,322	1,790646E-011	24.5.2013 15:27:17	501,86	5,983213E-011	24.5.2013 15:27:18	502,396	5,630358E-012	24.5.2013 15:27:18	502,937	4,167785E-012
24.5.2013 15:27:19	503,477	2,029964E-011	24.5.2013 15:27:19	504,019	1,664394E-011	24.5.2013 15:27:20	504,556	6,793428E-011	24.5.2013 15:27:20	505,093	6,350356E-012	24.5.2013 15:27:21	505,629	4,479036E-012
24.5.2013 15:27:21	506,166	2,000277E-011	24.5.2013 15:27:22	506,702	1,54958E-011	24.5.2013 15:27:22	507,238	7,42888E-011	24.5.2013 15:27:23	507,777	6,916548E-012	24.5.2013 15:27:23	508,316	4,685978E-012
24.5.2013 15:27:24	508,858	1,977002E-011	24.5.2013 15:27:25	509,396	1,44743E-011	24.5.2013 15:27:25	509,938	8,456602E-011	24.5.2013 15:27:26	510,477	7,31335E-012	24.5.2013 15:27:26	511,017	4,804138E-012
24.5.2013 15:27:27	511,554	1,958507E-011	24.5.2013 15:27:27	512,095	1,358982E-011	24.5.2013 15:27:28	512,634	8,344711E-011	24.5.2013 15:27:28	513,174	7,752703E-012	24.5.2013 15:27:29	513,712	4,858252E-012
24.5.2013 15:27:29	514,251	1,949343E-011	24.5.2013 15:27:30	514,791	1,288381E-011	24.5.2013 15:27:30	515,329	8,677056E-011	24.5.2013 15:27:31	515,87	8,056202E-012	24.5.2013 15:27:32	516,408	4,832743E-012
24.5.2013 15:27:32	516,949	1,934239E-011	24.5.2013 15:27:33	517,487	1,232154E-011	24.5.2013 15:27:33	518,027	8,837379E-011	24.5.2013 15:27:34	518,567	8,268377E-012	24.5.2013 15:27:34	519,107	4,775987E-012
24.5.2013 15:27:35	519,646	1,933918E-011	24.5.2013 15:27:35	520,186	1,185386E-011	24.5.2013 15:27:36	520,725	9,060735E-011	24.5.2013 15:27:36	521,265	8,450197E-012	24.5.2013 15:27:37	521,804	4,693556E-012
24.5.2013 15:27:37	522,343	1,930018E-011	24.5.2013 15:27:38	522,882	1,148266E-011	24.5.2013 15:27:39	523,42	9,184499E-011	24.5.2013 15:27:39	523,96	8,549779E-012	24.5.2013 15:27:40	524,499	4,588148E-012
24.5.2013 15:27:40	525,039	1,923453E-011	24.5.2013 15:27:41	525,577	1,118828E-011	24.5.2013 15:27:41	526,118	9,270907E-011	24.5.2013 15:27:42	526,658	8,636616E-012	24.5.2013 15:27:42	527,197	4,470404E-012
24.5.2013 15:27:43	527,736	1,913646E-011	24.5.2013 15:27:43	528,275	1,101059E-011	24.5.2013 15:27:44	528,814	9,31974E-011	24.5.2013 15:27:44	529,353	8,724644E-012	24.5.2013 15:27:45	529,893	4,368679E-012
24.5.2013 15:27:46	530,433	1,918338E-011	24.5.2013 15:27:46	530,972	1,084388E-011	24.5.2013 15:27:47	531,511	9,382763E-011	24.5.2013 15:27:47	532,05	8,778502E-012	24.5.2013 15:27:48	532,59	4,264041E-012
24.5.2013 15:27:48	533,131	1,920728E-011	24.5.2013 15:27:49	533,669	1,072521E-011	24.5.2013 15:27:49	534,209	9,362104E-011	24.5.2013 15:27:50	534,749	8,771608E-012	24.5.2013 15:27:50	535,288	4,151408E-012
24.5.2013 15:27:51	535,829	1,910527E-011	24.5.2013 15:27:51	536,367	1,065383E-011	24.5.2013 15:27:52	536,907	9,420004E-011	24.5.2013 15:27:53	537,446	8,829841E-012	24.5.2013 15:27:53	537,987	4,063687E-012
24.5.2013 15:27:54	538,528	1,916878E-011	24.5.2013 15:27:54	539,068	1,058698E-011	24.5.2013 15:27:55	539,607	9,443084E-011	24.5.2013 15:27:55	540,147	8,858682E-012	24.5.2013 15:27:56	540,687	3,972706E-012
24.5.2013 15:27:56	541,225	1,91121E-011	24.5.2013 15:27:57	541,764	1,055317E-011	24.5.2013 15:27:57	542,301	9,39885E-011	24.5.2013 15:27:58	542,844	8,821885E-012	24.5.2013 15:27:58	543,383	3,895674E-012
24.5.2013 15:27:59	543,923	1,913869E-011	24.5.2013 15:28:00	544,462	1,051614E-011	24.5.2013 15:28:00	545,003	9,445918E-011	24.5.2013 15:28:01	545,542	8,865197E-012	24.5.2013 15:28:01	546,083	3,831743E-012
24.5.2013 15:28:02	546,622	1,915334E-011	24.5.2013 15:28:02	547,161	1,048278E-011	24.5.2013 15:28:03	547,702	9,474364E-011	24.5.2013 15:28:03	548,24	8,8462E-012	24.5.2013 15:28:04	548,779	3,767153E-012
24.5.2013 15:28:04	549,317	1,909742E-011	24.5.2013 15:28:05	549,858	1,047601E-011	24.5.2013 15:28:06	550,396	9,409139E-011	24.5.2013 15:28:06	550,937	8,863116E-012	24.5.2013 15:28:07	551,475	3,722114E-012
24.5.2013 15:28:07	552,015	1,915352E-011	24.5.2013 15:28:08	552,555	1,046737E-011	24.5.2013 15:28:08	553,093	9,45382E-011	24.5.2013 15:28:09	553,633	8,872382E-012	24.5.2013 15:28:09	554,171	3,676397E-012
24.5.2013 15:28:10	554,711	1,917531E-011	24.5.2013 15:28:10	555,251	1,016649E-011	24.5.2013 15:28:11	555,79	9,392777E-011	24.5.2013 15:28:11	556,328	8,853314E-012	24.5.2013 15:28:12	556,868	3,647123E-012
24.5.2013 15:28:13	557,406	1,911936E-011	24.5.2013 15:28:13	557,947	1,042989E-011	24.5.2013 15:28:14	558,485	9,415152E-011	24.5.2013 15:28:14	559,025	8,830867E-012	24.5.2013 15:28:15	559,563	3,605241E-012
24.5.2013 15:28:15	560,104	1,907054E-011	24.5.2013 15:28:16	560,645	1,043856E-011	24.5.2013 15:28:16	561,185	9,448876E-011	24.5.2013 15:28:17	561,725	8,868902E-012	24.5.2013 15:28:17	562,264	3,586198E-012
24.5.2013 15:28:18	562,804	1,914263E-011	24.5.2013 15:28:18	563,342	1,043172E-011	24.5.2013 15:28:19	563,883	9,461174E-011	24.5.2013 15:28:20	564,422	8,88388E-012	24.5.2013 15:28:20	564,961	3,568131E-012
24.5.2013 15:28:21	565,502	1,917514E-011	24.5.2013 15:28:21	566,043	1,042479E-011	24.5.2013 15:28:22	566,585	9,416066E-011	24.5.2013 15:28:22	567,124	8,876815E-012	24.5.2013 15:28:23	567,663	3,542443E-012
24.5.2013 15:28:23	568,202	1,91463E-011	24.5.2013 15:28:24	568,742	1,041418E-011	24.5.2013 15:28:24	569,282	9,474728E-011	24.5.2013 15:28:25	569,821	8,890829E-012	24.5.2013 15:28:25	570,36	3,532503E-012
24.5.2013 15:28:26	570,901	1,910693E-011	24.5.2013 15:28:27	571,441	1,041557E-011	24.5.2013 15:28:27	571,981	9,467924E-011	24.5.2013 15:28:28	572,521	8,88273E-012	24.5.2013 15:28:28	573,062	3,518319E-012
